application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""553/600"", ""probability"": 0.9216666666666666, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 2.2500000000000075, ""attempts"": 1200, ""brier"": 0.053222222222222226, ""forecast"": 0.9216666666666666, ""observed"": 0.9441666666666667, ""signed_error_pp"": -2.2500000000000075, ""successes"": 1133}",compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""identified_lower"": 0.9216666666666666, ""identified_upper"": 0.9225, ""lower_exact"": ""553/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""369/400""}",N,G_without_completion,,compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 5.583333333333329, ""attempts"": 1200, ""brier"": 0.05583333333333333, ""forecast"": 1.0, ""observed"": 0.9441666666666667, ""signed_error_pp"": 5.583333333333329, ""successes"": 1133}",compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1106/1200"", ""probability"": 0.9216666666666666, ""reason"": null, ""status"": ""ok"", ""successes"": 1106, ""timeouts"": 93}",N,B0,"{""absolute_error_pp"": 2.2500000000000075, ""attempts"": 1200, ""brier"": 0.053222222222222226, ""forecast"": 0.9216666666666666, ""observed"": 0.9441666666666667, ""signed_error_pp"": -2.2500000000000075, ""successes"": 1133}",compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--compose_post--conditional_local"", ""probability"": 0.9216666666666666, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 2.2500000000000075, ""attempts"": 1200, ""brier"": 0.053222222222222226, ""forecast"": 0.9216666666666666, ""observed"": 0.9441666666666667, ""signed_error_pp"": -2.2500000000000075, ""successes"": 1133}",compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--compose_post--inclusive"", ""probability"": 0.920898611111111, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 2.3268055555555667, ""attempts"": 1200, ""brier"": 0.05325737463155864, ""forecast"": 0.920898611111111, ""observed"": 0.9441666666666667, ""signed_error_pp"": -2.3268055555555667, ""successes"": 1133}",compose_post,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1200/1200"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 1200, ""timeouts"": 0}",N,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--read_home_timeline--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--read_home_timeline--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""359/400"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,GID,"{""absolute_error_pp"": 9.750000000000004, ""attempts"": 1200, ""brier"": 0.0975, ""forecast"": 1.0, ""observed"": 0.9025, ""signed_error_pp"": 9.750000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,Gselected,"{""absolute_error_pp"": 9.750000000000004, ""attempts"": 1200, ""brier"": 0.0975, ""forecast"": 1.0, ""observed"": 0.9025, ""signed_error_pp"": 9.750000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 9.750000000000004, ""attempts"": 1200, ""brier"": 0.0975, ""forecast"": 1.0, ""observed"": 0.9025, ""signed_error_pp"": 9.750000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""359/400"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""359/400"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 9.750000000000004, ""attempts"": 1200, ""brier"": 0.0975, ""forecast"": 1.0, ""observed"": 0.9025, ""signed_error_pp"": 9.750000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1077/1200"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok"", ""successes"": 1077, ""timeouts"": 123}",N,B0,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--read_user_timeline--conditional_local"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/N/9,,qualified,"{""model_id"": ""campaign-8ae690136a12cbf8c29c--read_user_timeline--inclusive"", ""probability"": 0.8975, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 0.5000000000000004, ""attempts"": 1200, ""brier"": 0.08801875, ""forecast"": 0.8975, ""observed"": 0.9025, ""signed_error_pp"": -0.5000000000000004, ""successes"": 1083}",read_user_timeline,split,9
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""exact_fraction"": ""23/25"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.09040000000000001, ""forecast"": 0.92, ""observed"": 0.9, ""signed_error_pp"": 2.0000000000000018, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""exact_fraction"": ""399/400"", ""probability"": 0.9975, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 9.750000000000004, ""attempts"": 1200, ""brier"": 0.09950625, ""forecast"": 0.9975, ""observed"": 0.9, ""signed_error_pp"": 9.750000000000004, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""identified_lower"": 0.9841666666666666, ""identified_upper"": 0.9891666666666666, ""lower_exact"": ""1181/1200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1187/1200""}",NC,Gselected,,compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""exact_fraction"": ""391/400"", ""probability"": 0.9775, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 7.750000000000002, ""attempts"": 1200, ""brier"": 0.09600625000000002, ""forecast"": 0.9775, ""observed"": 0.9, ""signed_error_pp"": 7.750000000000002, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""exact_fraction"": ""277/300"", ""probability"": 0.9233333333333333, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 2.3333333333333317, ""attempts"": 1200, ""brier"": 0.09054444444444444, ""forecast"": 0.9233333333333333, ""observed"": 0.9, ""signed_error_pp"": 2.3333333333333317, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""identified_lower"": 0.92, ""identified_upper"": 0.9208333333333333, ""lower_exact"": ""23/25"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""221/240""}",NC,G_without_completion,,compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 9.999999999999998, ""attempts"": 1200, ""brier"": 0.1, ""forecast"": 1.0, ""observed"": 0.9, ""signed_error_pp"": 9.999999999999998, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1108/1200"", ""probability"": 0.9233333333333333, ""reason"": null, ""status"": ""ok"", ""successes"": 1108, ""timeouts"": 88}",NC,B0,"{""absolute_error_pp"": 2.3333333333333317, ""attempts"": 1200, ""brier"": 0.09054444444444444, ""forecast"": 0.9233333333333333, ""observed"": 0.9, ""signed_error_pp"": 2.3333333333333317, ""successes"": 1080}",compose_post,split,0
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/split/NC/0,,qualified,"{""model_id"": ""campaign-dd9a8fa083d4f68d830b--compose_post--conditional_local"", ""probability"": 0.9233333333333333, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 2.3333333333333317, ""attempts"": 1200, ""brier"": 0.09054444444444444, ""forecast"": 0.9233333333333333, ""observed"": 0.9, ""signed_error_pp"": 2.3333333333333317, ""successes"": 1080}",compose_post,split,0
