profile,placement,failure_law,repetition,method,shared_test_parse_selection_seconds,method_scoring_seconds,test_request_bytes,test_health_bytes
opentelemetry_demo,colocated,ND,0,temporal_logit_upper,0.19536616599998524,0.0002983640000024934,793334,160925
opentelemetry_demo,colocated,ND,0,source_500ms_failover,0.19536616599998524,0.00020708199997443444,793334,160925
opentelemetry_demo,colocated,ND,0,matched_stable_endpoint,0.19536616599998524,0.00012680199998271746,793334,160925
opentelemetry_demo,colocated,ND,0,all_calibration_endpoint,0.19536616599998524,0.00011781599999949322,793334,160925
opentelemetry_demo,colocated,ND,1,learner_state_only,0.20476348100001474,0.00028677000000243424,793334,160661
opentelemetry_demo,colocated,ND,1,temporal_logit_lower,0.20476348100001474,0.00033376199999679557,793334,160661
opentelemetry_demo,colocated,ND,1,temporal_logit_midpoint,0.20476348100001474,0.00029647200000226803,793334,160661
opentelemetry_demo,colocated,ND,1,temporal_logit_upper,0.20476348100001474,0.00032616699999721277,793334,160661
opentelemetry_demo,colocated,ND,1,source_500ms_failover,0.20476348100001474,0.0002141360000109671,793334,160661
opentelemetry_demo,colocated,ND,1,matched_stable_endpoint,0.20476348100001474,0.00017574199998193762,793334,160661
opentelemetry_demo,colocated,ND,1,all_calibration_endpoint,0.20476348100001474,0.00012796300001127747,793334,160661
opentelemetry_demo,colocated,ND,2,learner_state_only,0.1918043169999919,0.00029620000000818436,793334,161044
opentelemetry_demo,colocated,ND,2,temporal_logit_lower,0.1918043169999919,0.000353252999985898,793334,161044
opentelemetry_demo,colocated,ND,2,temporal_logit_midpoint,0.1918043169999919,0.000312186000002157,793334,161044
opentelemetry_demo,colocated,ND,2,temporal_logit_upper,0.1918043169999919,0.0003261759999872993,793334,161044
opentelemetry_demo,colocated,ND,2,source_500ms_failover,0.1918043169999919,0.000205800999992789,793334,161044
opentelemetry_demo,colocated,ND,2,matched_stable_endpoint,0.1918043169999919,0.00012544800000569012,793334,161044
opentelemetry_demo,colocated,ND,2,all_calibration_endpoint,0.1918043169999919,0.00011548799997740389,793334,161044
opentelemetry_demo,colocated,ND,3,learner_state_only,0.19309144500002162,0.000283482000014601,793334,161024
opentelemetry_demo,colocated,ND,3,temporal_logit_lower,0.19309144500002162,0.0003387749999888001,793334,161024
opentelemetry_demo,colocated,ND,3,temporal_logit_midpoint,0.19309144500002162,0.00030327000001761917,793334,161024
opentelemetry_demo,colocated,ND,3,temporal_logit_upper,0.19309144500002162,0.00031023299999333176,793334,161024
opentelemetry_demo,colocated,ND,3,source_500ms_failover,0.19309144500002162,0.00020331400000372923,793334,161024
opentelemetry_demo,colocated,ND,3,matched_stable_endpoint,0.19309144500002162,0.0001252999999792337,793334,161024
opentelemetry_demo,colocated,ND,3,all_calibration_endpoint,0.19309144500002162,0.00011326200001349207,793334,161024
opentelemetry_demo,colocated,ND,4,learner_state_only,0.1948576780000053,0.0002873500000077911,793334,160740
opentelemetry_demo,colocated,ND,4,temporal_logit_lower,0.1948576780000053,0.00039854099998137826,793334,160740
opentelemetry_demo,colocated,ND,4,temporal_logit_midpoint,0.1948576780000053,0.0003048920000026101,793334,160740
opentelemetry_demo,colocated,ND,4,temporal_logit_upper,0.1948576780000053,0.0003000380000059977,793334,160740
opentelemetry_demo,colocated,ND,4,source_500ms_failover,0.1948576780000053,0.00021890600001484017,793334,160740
opentelemetry_demo,colocated,ND,4,matched_stable_endpoint,0.1948576780000053,0.0001277300000026571,793334,160740
opentelemetry_demo,colocated,ND,4,all_calibration_endpoint,0.1948576780000053,0.00011736400000472713,793334,160740
opentelemetry_demo,colocated,ND,5,learner_state_only,0.19138084899998375,0.0002844750000008389,793334,161155
opentelemetry_demo,colocated,ND,5,temporal_logit_lower,0.19138084899998375,0.0002949480000040694,793334,161155
opentelemetry_demo,colocated,ND,5,temporal_logit_midpoint,0.19138084899998375,0.00027769299998681163,793334,161155
opentelemetry_demo,colocated,ND,5,temporal_logit_upper,0.19138084899998375,0.0002772589999722186,793334,161155
opentelemetry_demo,colocated,ND,5,source_500ms_failover,0.19138084899998375,0.00020014700001524943,793334,161155
opentelemetry_demo,colocated,ND,5,matched_stable_endpoint,0.19138084899998375,0.00012836700000207202,793334,161155
opentelemetry_demo,colocated,ND,5,all_calibration_endpoint,0.19138084899998375,0.00011697100001129002,793334,161155
opentelemetry_demo,colocated,ND,6,learner_state_only,0.19579722400001742,0.000271697000016502,793334,161083
opentelemetry_demo,colocated,ND,6,temporal_logit_lower,0.19579722400001742,0.00032532199998058786,793334,161083
opentelemetry_demo,colocated,ND,6,temporal_logit_midpoint,0.19579722400001742,0.0002882390000138457,793334,161083
opentelemetry_demo,colocated,ND,6,temporal_logit_upper,0.19579722400001742,0.0002858759999924132,793334,161083
opentelemetry_demo,colocated,ND,6,source_500ms_failover,0.19579722400001742,0.0002111070000125892,793334,161083
